title,link,abstract
Graphene-Based Artificial Synapses with Tunable Plasticity,/doi/10.1145/3447778,"Design and implementation of artificial neuromorphic systems able to provide brain akin computation and/or bio-compatible interfacing ability are crucial for understanding the human brain’s complex functionality and unleashing brain-inspired computation’s full potential. To this end, the realization of energy-efficient, low-area, and bio-compatible artificial synapses, which sustain the signal transmission between neurons, is of particular interest for any large-scale neuromorphic system. Graphene is a prime candidate material with excellent electronic properties, atomic dimensions, and low-energy envelope perspectives, which was already proven effective for logic gates implementations. Furthermore, distinct from any other materials used in current artificial synapse implementations, graphene is biocompatible, which offers perspectives for neural interfaces. In view of this, we investigate the feasibility of graphene-based synapses to emulate various synaptic plasticity behaviors and look into their potential area and energy consumption for large-scale implementations. In this article, we propose a generic graphene-based synapse structure, which can emulate the fundamental synaptic functionalities, i.e., Spike-Timing-Dependent Plasticity (STDP) and Long-Term Plasticity. Additionally, the graphene synapse is programable by means of back-gate bias voltage and can exhibit both excitatory or inhibitory behavior. We investigate its capability to obtain different potentiation/depression time scale for STDP with identical synaptic weight change amplitude when the input spike duration varies. Our simulation results, for various synaptic plasticities, indicate that a maximum 30% synaptic weight change and potentiation/depression time scale range from [-1.5 ms, 1.1 ms to [-32.2 ms, 24.1 ms] are achievable. We further explore the effect of our proposal at the Spiking Neural Network (SNN) level by performing NEST-based simulations of a small SNN implemented with 5 leaky-integrate-and-fire neurons connected via graphene-based synapses. Our experiments indicate that the number of SNN firing events exhibits a strong connection with the synaptic plasticity type, and monotonously varies with respect to the input spike frequency. Moreover, for graphene-based Hebbian STDP and spike duration of 20ms we obtain an SNN behavior relatively similar with the one provided by the same SNN with biological STDP. The proposed graphene-based synapse requires a small area (max. 30 nm2), operates at low voltage (200 mV), and can emulate various plasticity types, which makes it an outstanding candidate for implementing large-scale brain-inspired computation systems."
A Hybrid Artificial Bee Colony and Harmony Search Algorithm-Based Metahueristic Approach for Efficient Routing in WSNs,/doi/10.1007/s11277-021-08875-5,"AbstractThe replacement of sensor node battery in wireless sensor network (WSN) is considered to be the highly crucial task in hostile environments. The process of partitioning the region of sensing in WSNs into clusters is determined to be the ultimate solution for attaining maximized network lifetime and gaining high energy efficiency. However, proper selection of CHs plays an anchor role in enhancing the network lifetime, since they need to utilize addition energy to handle the task of data gathering and data aggregation from the sensor member nodes of clusters and finally disseminate them to the base station.In this paper, a Hybrid Artificial Bee Colony (ABC) and Harmony Search Algorithm-based Metaheuristic Approach (HABC-HSA-MA) is proposed for attaining efficient CH selection with the view to sustain stable energy utilization with enhanced network lifetime. This HABC-HSA-MA includes the global optimization potential of Harmony Search Algorithm (HSA) and local exploitation potential of the classical ABC algorithm for achieving significant CH selection for stabilizing energy and extending network lifetime. It also incorporated the benefits of harmony adjusting factor for inducing the process of improving the dynamic search efficiency during the process of CH selection in order to prevent worst candidates from being selected as CHs. The simulation results of the proposed HABC-HSA-MA confirms an enhancement in mean network lifetime of 23.64% and balanced average energy consumption rate of 20.28% compared to the benchmarked hybrid meta-heuristic CH selection schemes."
Power and thermal management in massive multicore chips: theoretical foundation meets architectural innovation and resource allocation,/doi/10.1145/2968455.2974013,"
Continuing progress and integration levels in silicon technologies make possible complete end-user systems consisting of extremely high number of cores on a single chip targeting either embedded or high-performance computing. However, without new paradigms of energy- and thermally-efficient designs, producing information and communication systems capable of meeting the computing, storage and communication demands of the emerging applications will be unlikely. The broad topic of power and thermal management of massive multicore chips is actively being pursued by a number of researchers worldwide, from a variety of different perspectives, ranging from workload modeling to efficient on-chip network infrastructure design to resource allocation. Successful solutions will likely adopt and encompass elements from all or at least several levels of abstraction. Starting from these ideas, we consider a holistic approach in establishing the Power-Thermal-Performance (PTP) trade-offs of massive multicore processors by considering three inter-related but varying angles, viz., on-chip traffic modeling, novel Networks-on-Chip (NoC) architecture and resource allocation/mapping On-line workload (mathematical modeling, analysis and prediction) learning is fundamental for endowing the many-core platforms with self-optimizing capabilities [2][3]. This built-in intelligence capability of many-cores calls for monitoring the interactions between the set of running applications and the architectural (core and uncore) components, the online construction of mathematical models for the observed workloads, and determining the best resource allocation decisions given the limited amount of information about user-to-application-to-system dynamics. However, workload modeling is not a trivial task. Centralized approaches for analyzing and mining workloads can easily run into scalability issues with increasing number of monitored processing elements and uncore (routers and interface queues) components since it can either lead to significant traffic and energy overhead or require dedicated system infrastructure. In contrast, learning the most compact mathematical representation of the workload can be done in a distributed manner (within the proximity of the observation /sensing) as long as the mathematical techniques are flexible and exploit the mathematical characteristics of the workloads (degree of periodicity, degree of fractal and temporal scaling) [3]. As one can notice, this strategy does not postulate a-priori the mathematical expressions (e.g., a specific order of the autoregressive moving average (ARMA) model). Instead, the periodicity and fractality of the observed computation (e.g., instructions per cycles, last level cache misses, branch prediction successes and failures, TLB access/misses) and communication (request-reply latency, queues utilization, memory queuing delay) metrics dictate the number of coefficients, the linearity or nonlinearity of the dynamical state equations and the noise terms (e.g., Gaussian distributed) [3]. In other words, dedicated minimal logic can be allocated to interact with the local sensor to analyze the incoming workload at run-time, determine the required number of parameters and their values as a function of their characteristics and communicate only the workload model parameters to a hierarchical optimization module (autonomous control architecture). For instance, capturing the fractal characteristics of the core and uncore workloads led to the development of more efficient power management strategy [1] than those based on PID or model predictive control. In order to develop a compact and accurate mathematical framework for analyzing and modeling the incoming workload, we describe a general probabilistic approach that models the statistics of the increments in the magnitude of a stochastic process (associated with a specific workload metric) and the intervals of time (inter-event times) between successive changes in the stochastic process [3]. We show that the statistics of these two components of the stochastic process allows us to derive state equations and capture either short-range or long-range memory properties. To test the benefits of this new workload modeling approach, we describe its integration into a multi-fractal optimal control framework for solving the power management for a 64-core NoC-based manycore platform and contrast it with a mono-fractal and non-fractal schemes [3]. A scalable, low power, and high-bandwidth on-chip communication infrastructure is essential to sustain the predicted growth in the number of embedded cores in a single die. New interconnection fabrics are key for continued performance improvements and energy reduction of manycore chips, and an efficient and robust NoC architecture is one of the key steps towards achieving that goal. An NoC architecture that incorporates emerging interconnect paradigms will be an enabler for low-power, high-bandwidth manycore chips. Innovative interconnect paradigms based on optical technologies, RF/wireless methods, carbon nanotubes, or 3D integration are promising alternatives that may indeed overcome obstacles that impede continued advances of the manycore paradigm. These innovations will open new opportunities for research in NoC designs with emerging interconnect infrastructures. In this regard, wireless NoC (WiNoC) is a promising direction to design energy efficient multicore architectures. WiNoC not only helps in improving the energy efficiency and performance, it also opens up opportunities for implementing power management strategies. WiNoCs enable implementation of the two most popular power management mechanisms, viz., dynamic voltage and frequency scaling (DVFS) and voltage frequency island (VFI). The wireless links in the WiNoC establish one-hop shortcuts between the distant nodes and facilitate energy savings in data exchange [3]. The wireless shortcuts attract a significant amount of the overall traffic within the network. The amount of traffic detoured is substantial and the low power wireless links enable energy savings. However, the overall energy dissipation within the network is still dominated by the data traversing the wireline links. Hence, by incorporating DVFS on these wireline links we can save more energy. Moreover, by incorporating suitable congestion aware routing with DVFS, we can avoid thermal hotspots in the system [4]. It should be noted that for large system size the hardware overhead in terms of on-chip voltage regulators and synchronizers is much more in DVFS than in VFI. WiNoC-enabled VFI designs mitigate some of the full-system performance degradation inherent in VFI-partitioned multicore designs, and it also help in eliminating it entirely for certain applications [5]. The VFI-partitioned designs used in conjunction with a novel NoC architecture like WiNoC can achieve significant energy savings while minimizing the impact on the achievable performance. On-chip power density and temperature trends are continuously increasing due to high integration density of nano-scale transistors and failure of Dennard Scaling as a result of diminishing voltage scaling. Hence, all computing is temperature-constrained computing and therefore, employing thermal management techniques that keep chip temperatures within safe limits along with meeting the constraints of spatial/temporal thermal gradients and avoid wear-out effects [8] is key. We introduced the novel concept of Dark Silicon Patterning, i.e. spatio-temporal control of power states of different cores [9] Sophisticated patterning and thread-to-core mapping decisions are made considering the knowledge of process variations and lateral heat dissipation of power-gated cores in order to enhance the performance of multi-threaded workloads through dynamic core count scaling (DCCS). This is enabled by a lightweight online prediction of chip's thermal profile for a given patterning candidate. We also present an enhanced temperature-aware resource management technique that, besides active and dark states of cores, also exploit various grey states (i.e., using different voltage-frequency levels) in order to achieve a high performance for mixed ILP-TLP workloads under peak temperature constraints. High ILP applications benefit from high V-f and boosting levels, while high TLP applications benefit from As the scaling trends move from multi-core to many-core processors, the centralized solutions become infeasible, and thereby require distributed techniques. In [6], we proposed an agent-based distributed temperature-aware resource management technique called TAPE. It assigns a so-called agent to each core, a software or hardware entity that acts on behalf of the core. Following the principles of economic theory, these agents negotiate with each other to trade their power budgets in order to fulfil the performance requirements of their tasks, while keep the TPeak≤Tcritical. In case of thermal violations, task migration or V-f throttling is triggered, and a penalty is applied to the trading process to improve the decision making.
"
Morphy: Software Defined Charge Storage for the IoT,/doi/10.1145/3485730.3485947,"
Recent innovations in energy harvesting promise extended operational life and reduced maintenance costs for the next generation of Internet of Things (IoT) platforms. However, energy management in these platforms remains problematic due to dynamism in energy supply and demand, inefficiency in storing and converting energy and a lack of per-task charge isolation. This paper tackles this problem by proposing a software defined charge storage module called Morphy, which combines a polymorphic capacitor array with intelligent power management software. Morphy delivers energy to application tasks in a flexible, efficient, and isolated manner. Morphy provides two software extensions to the Operating System scheduler: the energy semaphore blocks the execution of tasks until sufficient charge is available to safely run them, and the energy watchdog monitors and mitigates energy management bugs. We have realized a prototype of Morphy with the hardware form factor of a standard 9V (PP3) battery package and a software library that integrates with the FreeRTOS scheduler. Our evaluation shows that, in comparison to standard energy storage and management approaches, our prototype reaches an operational voltage more quickly, sustains operation longer in the case of power failure and effectively isolates charge storage for dedicated tasks with minimal compute, memory and energy overhead.
"
Adaptive Fuzzy Logic Energy Management Strategy Based on Reasonable SOC Reference Curve for Online Control of Plug-in Hybrid Electric City Bus,/doi/10.1109/TITS.2017.2729621,"The key challenge in energy management of plug-in hybrid electric vehicles is how to macroscopically plan the battery energy considering trip information while microscopically distributing the torque between power sources to improve the energy efficiency of the hybrid propulsion system. Nowadays, future partial trip information can be obtained from an intelligent transportation system and a navigation system when traveling starts. But how to use these trip information sufficiently remains to be further studied. Moreover, the online energy management strategy should not take up too many resources of micro-controller. Based on these conditions, we proposed a novel energy management strategy for plug-in hybrid electric city buses. First, Pontryagin’s minimum principle was used to obtain the optimal results of different driving cycles. Then, a neural network module was designed and trained to learn the mechanisms of optimal state-of-charge (SOC) curves. When trip starts, the neural network module can be used to generate a reasonable battery SOC reference curve according to the partial trip information available. Finally, an adaptive fuzzy logic controller was applied to follow the trend of the SOC reference curve. The main contribution of this paper is that the effectiveness of battery energy planning by comprehensively considering the future partial trip information and historical optimal SOC curves is verified, which provides a new perspective for real vehicle energy management. Simulation results show 4.61%–13.49% fuel savings on the trained and untrained driving cycles as compared with the charge-depleting and charge-sustaining strategy."
Intelligent energy-aware multiple quality of service restraints based secured optimal routing protocol with dynamic mobility estimation for wireless sensor networks,/doi/10.3233/JIFS-190050,"This research work confronts a sender-based responsive and novel protocol named “Intelligent Energy-Aware Multiple restraints Secured Optimal Routing (IEAMSOR)” protocol for WSNs. In order to deal with the various emerges like packet routing, node mobility, and energy optimization as well as energy balancing in WSNs. The proposed protocol accounts for the basic QoS restraints such as Delay, HopCount and Energy Level for each link of ‘n’ number of routes and predicts the best optimal path among these in-between sender and receiver nodes throughout the route discovery process. It also assures the energy level of each node existing on the route during the route reply process. It incorporates the modified mobility prediction approach in order to estimate the stableness of link failure time for every link of each path during the route reply process. The main objective of this work to achieve the energy balancing among the nodes is achieved through fuzzy rules based node’s trust classification is introduced and based on this energy weight of each node is adjusted according to their trustworthiness. It accomplishes the path sustainment process when the link among the two nodes goes down. Moreover, the proposed model has been given careful attention for selecting additional substitute routes throughout link failure. The experimental results have seemed that the IEAMSOR protocol performs better than the existing traditional protocols."
An approach to assess PWR methods to cope with physical barriers on plastic waste disposal and exploration from developing nations,/doi/10.1016/j.eswa.2022.117996,"AbstractScience and technology have advanced and powerful to notch higher in the field of plastic waste management (PWM), recycling, and disposal. However, pollution from the most inexhaustible significant chemical is even greater, and it is steadily increasing. This pollution, which is hidden from view, tends to produce micro/nano plastic waste, which has an impact on our ecology’s climate cycle, food cycle, and health. It is significantly worsening day-by-day in emerging countries because to increased demand, consumption, and low prices. Even though the digital media provides awareness, trash dumping and tossing in both aquatic and terrestrial environments is expanding in front of us. Municipal solid waste management (MSWM) boards in developing nations, in particular, are struggling to practically erase their own garbage. Sophisticated innovation, such as Waste-to-Energy on plastics, makes handling terrestrial plastic waste easier, but overcrowding, an unequal economy, and unknown epidemic, and poor management wreak havoc on waste disposal. As a consequence, we were motivated to look into the obstacles of PWR implementation and progress, as well as more sustainable recycling solutions to address these issues. We made a contribution by creating the Single-valued intuitionistic trapezoidal neutrosophic fuzzy set (SVITNFS), which can analyze more data and come closer to the true best decision for overcoming these challenges and working intelligently. Because this set has been incorporated in the fusion of two conventional multi-criteria decision making (MCDM) methods yet this time with different procedures, the final ranking will undoubtedly give policymakers with an alternate choice before adopting a recycling strategy to cope with their unique uncertain issue.Highlights •Plastic for need-market-Utilize-Trash-Segregate-Recycle, an hexagonal care.•                        ≈1 M plastic goods sold/day with 79% end up in terrestrial dump yards.•Along with this, many barriers are made PWM arduous.•Without substantial action, plastics will turned up into MP debris, a global issue.•SVITNF-AHP-PROMETHEE-II, an approach on waste management from new extent. "
Intelligent Electric Vehicle Charging Recommendation Based on Multi-Agent Reinforcement Learning,/doi/10.1145/3442381.3449934,"
 Electric Vehicle (EV) has become a preferable choice in the modern transportation system due to its environmental and energy sustainability. However, in many large cities, EV drivers often fail to find the proper spots for charging, because of the limited charging infrastructures and the spatiotemporally unbalanced charging demands. Indeed, the recent emergence of deep reinforcement learning provides great potential to improve the charging experience from various aspects over a long-term horizon. In this paper, we propose a framework, named Multi-Agent Spatio-Temporal Reinforcement Learning (Master), for intelligently recommending public accessible charging stations by jointly considering various long-term spatiotemporal factors. Specifically, by regarding each charging station as an individual agent, we formulate this problem as a multi-objective multi-agent reinforcement learning task. We first develop a multi-agent actor-critic framework with the centralized attentive critic to coordinate the recommendation between geo-distributed agents. Moreover, to quantify the influence of future potential charging competition, we introduce a delayed access strategy to exploit the knowledge of future charging competition during training. After that, to effectively optimize multiple learning objectives, we extend the centralized attentive critic to multi-critics and develop a dynamic gradient re-weighting strategy to adaptively guide the optimization direction. Finally, extensive experiments on two real-world datasets demonstrate that Master achieves the best comprehensive performance compared with nine baseline approaches.
"
Perpetual and low-cost power meter for monitoring residential and industrial appliances,/doi/10.5555/2485288.2485567,"
The recent research efforts in smart grids and residential power management are oriented to monitor pervasively the power consumption of appliances in domestic and non-domestic buildings. Knowing the status of a residential grid is fundamental to keep high reliability levels while real time monitoring of electric appliances is important to minimize power waste in buildings and to lower the overall energy cost. Wireless Sensor Networks (WSNs) are a key enabling technology for this application field because they consist of low-power, non-invasive and cost-effective intelligent sensor devices. We present a wireless current sensor node (WCSN) for measuring the current drawn by single appliances. The node can self-sustain its operations by harvesting energy from the monitored current. Two AAA batteries are used only as secondary power supply to guarantee a fast start-up of the system. An active ORing subsystem selects automatically the suitable power source, minimizing power losses typical of the classic diode configuration. The node harvests energy when the power consumed by the device under measurement is in the range 10W÷10kW, which also corresponds to the range of current 50mA÷50A drawn directly from the main. Finally the node features a low-power, 32-bit microcontroller for data processing and a wireless transceiver to send data via the IEEE 802.15.4 standard protocol.
"
RLCharge: Imitative Multi-Agent Spatiotemporal Reinforcement Learning for Electric Vehicle Charging Station Recommendation,/doi/10.1109/TKDE.2022.3178819,"Electric Vehicle (EV) has become a preferable choice in the modern transportation system due to its environmental and energy sustainability. However, in many large cities, EV drivers often fail to find the proper spots for charging, because of the limited charging infrastructures and the spatiotemporally unbalanced charging demands. Indeed, the recent emergence of deep reinforcement learning provides great potential to improve the charging experience from various aspects over a long-term horizon. In this paper, we propose an <italic>Imitative Multi-Agent Spatio-Temporal Reinforcement Learning</italic> (<sc>RlCharge</sc>) framework for intelligently recommending public accessible charging stations by jointly considering various long-term spatio-temporal factors. Specifically, by regarding each charging station as an individual agent, we formulate the problem as a multi-objective multi-agent reinforcement learning task. We first develop a multi-agent actor-critic framework with centralized training decentralized execution. Particularly, we propose a tailor-designed centralized attentive critic to coordinate the recommendation between geo-distributed agents, and introduce a delayed access strategy to exploit the knowledge of future charging competition during centralized training. Moreover, to handle the partial observability problem during decentralized execution in the large-scale multi-agent system, we propose the spatio-temporal heterogeneous graph convolution module, including (1) a dynamic graph convolution block to generate real-time representations for observable forthcoming EVs, and (2) a spatial graph convolution block to share the agent observations by message propagation between spatially adjacent agents. After that, to effectively optimize multiple divergent learning objectives, we extend the centralized attentive critic to multi-critics, and develop a dynamic gradient re-weighting strategy to adaptively guide the optimization direction. In addition, we propose an adaptive imitation learning scheme to further accelerate and stabilize the policy convergence. Finally, extensive experiments on two real-world datasets demonstrate that <sc>RlCharge</sc> achieves the best comprehensive performance compared with ten baseline approaches."
Data-Prediction Model Based on Stepwise Data Regression Method in Wireless Sensor Network,/doi/10.1007/s11277-022-10034-3,"AbstractAs the popularity of wireless sensor networks (WSNs) is rapidly expanding across businesses and industries, we must make everything around us more intelligent and informative. In such networks, sensor nodes (SNs) serve as the WSN's eyes, obtaining data about various environments and conditions, while the base station (or Sink) serves as the WSN's brain, analyzing the acquired data and making decisions. However, on the one hand, the large volume of data collected by the SNs consumes the SNs' limited energy and complicates data analysis at the sink for decision making. In this article, we present a data prediction model based on the stepwise data regression method for handling large amounts of data obtained by cluster-based WSNs. The prediction model is built stepwise data regression method that is implemented at both tiers of each cluster: cluster member nodes and Cluster Heads; and is compatible with both homogeneous and heterogeneous network setups. In intracluster data transmissions, the proposed data prediction model employs a two-buffer stepwise data regression method to synchronize the sensed and predicted data intending to reduce the cumulative errors from continuous predictions. The performance of the proposed work is examined by extensive simulations on real sensor data collected from several applications and is also compared with CPMDC (Diwakaran et al. in J Supercomput 75:3302–3316, 2019) and TDPA (Sinha and Lobiyal in Wirel Pers Commun 84:1325–1343, 2015) models. The proposed model proved to be very energy efficient, with improved data prediction accuracy, increased network lifetime, and more successful data predictions while sustaining an acceptable data accuracy, and improved network lifetime when compared with CPMDC (Diwakaran et al. 2019) and TDPA (Sinha and Lobiyal 2015) models. respectively."
Towards an Intelligent Approach for Ventilation Systems Control using IoT and Big Data Technologies,/doi/10.1016/j.procs.2018.04.091,"Heating, ventilation and air conditioning systems are generally deployed in buildings for maintaining occupants comfort. They are the most considered systems in improving the energy saving while sustaining occupants comfort. Several approaches have been proposed, in the past few years, to develop an optimal control for ventilation systems. However, these approaches could not be efficiently performed under diverse contexts. In fact, we introduce an intelligent approach that selects the most appropriate control among three existing strategies. This paves the way to approaches in which an antifragile platform learns and adapts which strategy to enact. The proposed approach is implemented using IoT devices and recent Big-data technologies for real-time monitoring and data processing. A case study was deployed in our EEBLab test site for real testing. Experiments have been conducted and preliminary results show the effectiveness of using adaptive control approaches for ventilation systems control."
Taking a quantum leap in time to solution for simulations of high-Tc superconductors,/doi/10.1145/2503210.2503282,"
We present a new quantum cluster algorithm to simulate models of high-Tc superconductors. This algorithm extends current methods with continuous lattice self-energies, thereby removing artificial long-range correlations. This cures the fermionic sign problem in the underlying quantum Monte Carlo solver for large clusters and realistic values of the Coulomb interaction in the entire temperature range of interest. We find that the new algorithm improves time-to-solution by nine orders of magnitude compared to current, state of the art quantum cluster simulations. An efficient implementation is given, which ports to multi-core as well as hybrid CPU-GPU systems. Running on 18,600 nodes on ORNL's Titan supercomputer enables us to compute a converged value of Tc/t = 0.053 ± 0.0014 for a 28 site cluster in the 2D Hubbard model with U/t = 7 at 10% hole doping. Typical simulations on Titan sustain between 9.2 and 15.4 petaflops (double precision measured over full run), depending on configuration and parameters used.
"
Hibernus++: A Self-Calibrating and Adaptive System for Transiently-Powered Embedded Devices,/doi/10.1109/TCAD.2016.2547919,"Energy harvesters are being used to power autonomous systems, but their output power is variable and intermittent. To sustain computation, these systems integrate batteries or supercapacitors to smooth out rapid changes in harvester output. Energy storage devices require time for charging and increase the size, mass, and cost of systems. The field of transient computing moves away from this approach, by powering the system directly from the harvester output. To prevent an application from having to restart computation after a power outage, approaches such as Hibernus allow these systems to hibernate when supply failure is imminent. When the supply reaches the operating threshold, the last saved state is restored and the operation is continued from the point it was interrupted. This paper proposes Hibernus++ to intelligently adapt the hibernate and restore thresholds in response to source dynamics and system load properties. Specifically, capabilities are built into the system to autonomously characterize the hardware platform and its performance during hibernation in order to set the hibernation threshold at a point which minimizes wasted energy and maximizes computation time. Similarly, the system auto-calibrates the restore threshold depending on the balance of energy supply and consumption in order to maximize computation time. Hibernus++ is validated both theoretically and experimentally on microcontroller hardware using both synthesized and real energy harvesters. Results show that Hibernus++ provides an average 16% reduction in energy consumption and an improvement of 17% in application execution time over state-of-the-art approaches."
Video retrieval framework based on color co-occurrence feature of adaptive low rank extracted keyframes and graph pattern matching,/doi/10.1016/j.ipm.2022.102870,"AbstractIn recent times, exploration of multimedia required ever increasing demand and application for intelligent video retrieval from repositories. This paper presents an efficient video retrieval framework by employing the effective singular value decomposition and computationally low complex ordered dither block truncation coding to extract simple, compact, and well discriminative Color Co-occurrence Feature (CCF). In this context, the occurrence probability of a video frame pixel in the neighborhood is employed to formulate this specific and distinct feature. Moreover, we applied a new adaptive low rank thresholding based on energy concentricity, transposition, and replacement invariance characteristics to formulate a unified fast shot boundary detection approach to solve the protuberant bottleneck problem for real-time cut and gradual transition that eventually contributes for effective keyframes extraction. Therefore, we can assert that the keyframes are distinct and discriminative to represent the whole video content. For effective indexing and retrieval, it is imperative to formulate similarity score evaluator for the encapsulated contextual video information with substantial temporal consistency, least computation, and post-processing. Therefore, we introduced graph-based pattern matching for video retrieval with an aim to sustain temporal consistency, accuracy and time overhead. Experimental results signify that the proposed method on average provides 7.40% and 17.91% better retrieval accuracy and 23.21% and 20.44% faster than the recent state-of-the-art methods for UCF11 and HMDB51 standard video dataset, respectively."
Bandit-based solar panel control,/doi/10.5555/3504035.3504980,"
Solar panels sustainably harvest energy from the sun. To improve performance, panels are often equipped with a tracking mechanism that computes the sun's position in the sky throughout the day. Based on the tracker's estimate of the sun's location, a controller orients the panel to minimize the angle of incidence between solar radiant energy and the photovoltaic cells on the surface of the panel, increasing total energy harvested. Prior work has developed efficient tracking algorithms that accurately compute the sun's location to facilitate solar tracking and control. However, always pointing a panel directly at the sun does not account for diffuse irradiance in the sky, reflected irradiance from the ground and surrounding surfaces, power required to reorient the panel, shading effects from neighboring panels and foliage, or changing weather conditions (such as clouds), all of which are contributing factors to the total energy harvested by a fleet of solar panels. In this work, we show that a bandit-based approach can increase the total energy harvested by solar panels by learning to dynamically account for such other factors. Our contribution is threefold: (1) the development of a test bed based on typical solar and irradiance models for experimenting with solar panel control using a variety of learning methods, (2) simulated validation that bandit algorithms can effectively learn to control solar panels, and (3) the design and construction of an intelligent solar panel prototype that learns to angle itself using bandit algorithms.
"
Toward a Sparse Self-Organizing Map for Neuromorphic Architectures,/doi/10.1145/2638559,"Neurobiological systems have often been a source of inspiration for computational science and engineering, but in the past their impact has also been limited by the understanding of biological models. Today, new technologies lead to an equilibrium situation where powerful and complex computers bring new biological knowledge of the brain behavior. At this point, we possess sufficient understanding to both imagine new brain-inspired computing paradigms and to sustain a classical paradigm which reaches its end programming and intellectual limitations.In this context, we propose to reconsider the computation problem first in the specific domain of mobile robotics. Our main proposal consists in considering computation as part of a global adaptive system, composed of sensors, actuators, a source of energy and a controlling unit. During the adaptation process, the proposed brain-inspired computing structure does not only execute the tasks of the application but also reacts to the external stimulation and acts on the emergent behavior of the system. This approach is inspired by cortical plasticity in mammalian brains and suggests developing the computation architecture along the system's experience.This article proposes modeling this plasticity as a problem of estimating a probability density function. This function would correspond to the nature and the richness of the environment perceived through multiple modalities. We define and develop a novel neural model solving the problem in a distributed and sparse manner. And we integrate this neural map into a bio-inspired hardware substrate that brings the plasticity property into parallel many-core architectures. The approach is then called Hardware Plasticity. The results show that the self-organization properties of our model solve the problem of multimodal sensory data clusterization. The properties of the proposed model allow envisaging the deployment of this adaptation layer into hardware architectures embedded into the robot's body in order to build intelligent controllers."
