title,link,abstract,processed_abstract
Context-Aware Compilation of DNN Training Pipelines across Edge and Cloud,/doi/10.1145/3494981,"Empowered by machine learning, edge devices including smartphones, wearable, and IoT devices have become growingly intelligent, raising conflicts with the limited resource. On-device model personalization is particularly hard as training models on edge devices is highly resource-intensive. In this work, we propose a novel training pipeline across the edge and the cloud, by taking advantage of the powerful cloud while keeping data local at the edge. Highlights of the design incorporate the parallel execution enabled by our feature replay, reduced communication cost by our error-feedback feature compression, as well as the context-aware deployment decision engine. Working as an integrated system, the proposed pipeline training framework not only significantly speeds up training, but also incurs little accuracy loss or additional memory/energy overhead. We test our system in a variety of settings including WiFi, 5G, household IoT, and on different training tasks such as image/text classification, image generation, to demonstrate its advantage over the state-of-the-art. Experimental results show that our system not only adapts well to, but also draws on the varying contexts, delivering a practical and efficient solution to edge-cloud model training.",empowered edge devices including wearable iot devices growingly raising conflicts model personalization hard training edge devices training pipeline edge cloud taking advantage powerful cloud keeping edge highlights incorporate enabled feature replay reduced feature compression well engine system pipeline training speeds training also incurs test system settings including wifi household iot training generation advantage system adapts well also draws contexts delivering model training
Negative Information Measurement at AI Edge: A New Perspective for Mental Health Monitoring,/doi/10.1145/3471902,"The outbreak of the corona virus disease 2019 (COVID-19) has caused serious harm to people’s physical and mental health. Due to the serious situation of the epidemic, a lot of negative energy information increases people’s psychological burden. However, effective interventions against mental health problems are not in abundance. To address such challenges, in this article, we propose the concept of negative information to describe information that has a negative impact on people’s mental health. To achieve the measurement of negative information, the level of mental health inversely measures the degree of negative information. Specifically, we design a system to measure the negative information used to monitor the mental health state of the user under the impact of negative information. The cognition of mental health is realized based on the intelligent algorithm deployed on the edge cloud, and the needs of users can be responded to in real time in practical applications. Finally, we use real collected dataset to verify the influence of negative information. The experiments show that the system can achieve negative information measurement and provide an effective countermeasure for solving mental health problems during a pandemic situation.",serious people mental health serious situation negative information people effective mental health problems negative information information negative people mental health measurement negative information mental health negative information negative information mental health negative information mental health real real negative information negative information measurement effective mental health problems situation
Edge-Assisted Control for Healthcare Internet of Things: A Case Study on PPG-Based Early Warning Score,/doi/10.1145/3407091,"Recent advances in pervasive Internet of Things technologies and edge computing have opened new avenues for development of ubiquitous health monitoring applications. Delivering an acceptable level of usability and accuracy for these healthcare Internet of Things applications requires optimization of both system-driven and data-driven aspects, which are typically done in a disjoint manner. Although decoupled optimization of these processes yields local optima at each level, synergistic coupling of the system and data levels can lead to a holistic solution opening new opportunities for optimization. In this article, we present an edge-assisted resource manager that dynamically controls the fidelity and duration of sensing w.r.t. changes in the patient’s activity and health state, thus fine-tuning the trade-off between energy efficiency and measurement accuracy. The cornerstone of our proposed solution is an intelligent low-latency real-time controller implemented at the edge layer that detects abnormalities in the patient’s condition and accordingly adjusts the sensing parameters of a reconfigurable wireless sensor node. We assess the efficiency of our proposed system via a case study of the photoplethysmography-based medical early warning score system. Our experiments on a real full hardware-software early warning score system reveal up to 49% power savings while maintaining the accuracy of the sensory data.",pervasive internet things edge opened new avenues health delivering acceptable level usability accuracy internet things optimization done disjoint decoupled optimization processes yields optima level synergistic coupling system holistic solution opening new optimization manager controls fidelity duration sensing patient activity health efficiency accuracy cornerstone solution edge detects abnormalities patient accordingly adjusts sensing assess efficiency system early warning score system early warning score system accuracy sensory
"Wireless Network Instabilities in the Wild: Measurement, Applications NonResilience, and OS Remedy",/doi/10.1109/TNET.2018.2885872,"While the bandwidth and latency improvement of both WiFi and cellular data networks in the past decades are plenty evident, the extent of signal strength fluctuation and network disruptions unexpected switching or disconnections experienced by mobile users in today’s network deployment remains less clear. This paper makes three contributions. First, we conduct the first extensive measurement of network disruptions and significant signal strength fluctuations together denoted as network instabilities experienced by 2000 smartphones in the wild. Our results show that network disruptions and signal strength fluctuations remains prevalent as we moved into the 4G era. Second, we study how well popular mobile apps today handle such network instabilities. Our results show that even some of the most popular mobile apps do not implement any disruption-tolerant mechanisms. Third, we present Janus, an intelligent interface management framework that exploits the multiple interfaces on a handset to transparently handle network disruptions and satisfy apps’ performance requirement. We have implemented a prototype of Janus and our evaluation using a set of popular apps shows that Janus can: 1 transparently and efficiently handle network disruptions; 2 reduce video stalls by 2.9 times and increase 31% of the time of good voice quality; 3 reduce traffic size by 26.4% and energy consumption by 16.3% compared to naive solutions.",signal strength network disruptions experienced mobile today network remains network disruptions signal strength fluctuations network instabilities experienced network disruptions signal strength fluctuations remains popular mobile apps today handle network instabilities popular mobile apps janus transparently handle network disruptions apps janus popular apps janus transparently handle network disruptions reduce reduce
iBUS: an integrated beamformer and uplink scheduler for OFDMA small cells,/doi/10.1109/TNET.2015.2393356,"Beamforming is a signal processing technique with numerous benefits in wireless communication. Unlike traditional omnidirectional communication, it focuses the energy of the transmitted and/or the received signal in a particular direction. Although beamforming has been extensively studied on conventional systems such as WiFi, little is known about its practical impact on performance in orthogonal frequency-domain multiple access (OFDMA) small-cell deployments. Since OFDMA schedules multiple clients (users) in the same frame in contrast to WiFi, designing intelligent scheduling mechanisms and at the same time leveraging beamforming is a challenging task. Unlike downlink, we show that the integration of beamforming with uplink scheduling projects an interesting tradeoff between beamforming gain on the one hand, and the power-pooling gain resulting from joint multiuser scheduling on the other hand. This, in turn, makes the uplink scheduling problem even hard to approximate. To address this, we propose algorithms that are simple to implement, yet provably efficient with a worst-case guarantee of 1/2. We implement our algorithms on a real WiMAX small-cell platform integrated with an eight-element phased-array beamforming antenna. Evaluations from both prototype implementation and trace-driven simulations show that the algorithms deliver throughput gains of over 40% compared to an omnidirectional scheme.",beamforming signal communication unlike omnidirectional communication received signal beamforming extensively studied wifi orthogonal multiple ofdma deployments ofdma multiple clients wifi scheduling beamforming unlike downlink beamforming uplink scheduling interesting beamforming gain hand gain multiuser scheduling hand uplink scheduling algorithms implement provably implement algorithms wimax beamforming antenna algorithms deliver omnidirectional
Efficient gathering of correlated data in sensor networks,/doi/10.1145/1325651.1325655,"In this article, we design techniques that exploit data correlations in sensor data to minimize communication costs (and hence, energy costs) incurred during data gathering in a sensor network. Our proposed approach is to select a small subset of sensor nodes that may be sufficient to reconstruct data for the entire sensor network. Then, during data gathering only the selected sensors need to be involved in communication. The selected set of sensors must also be connected, since they need to relay data to the data-gathering node. We define the problem of selecting such a set of sensors as the connected correlation-dominating set problem, and formulate it in terms of an appropriately defined correlation structure that captures general data correlations in a sensor network.We develop a set of energy-efficient distributed algorithms and competitive centralized heuristics to select a connected correlation-dominating set of small size. The designed distributed algorithms can be implemented in an asynchronous communication model, and can tolerate message losses. We also design an exponential (but nonexhaustive) centralized approximation algorithm that returns a solution within O(log n) of the optimal size. Based on the approximation algorithm, we design a class of centralized heuristics that are empirically shown to return near-optimal solutions. Simulation results over randomly generated sensor networks with both artificially and naturally generated data sets demonstrate the efficiency of the designed algorithms and the viability of our technique—even in dynamic conditions.",design data correlations sensor data communication costs costs data gathering sensor select small sensor data sensor data gathering selected sensors need communication selected set sensors connected need data problem selecting set sensors connected set problem appropriately data correlations sensor set distributed algorithms centralized heuristics select connected set small size designed distributed algorithms communication tolerate losses design nonexhaustive centralized approximation returns log size approximation design centralized heuristics empirically return randomly generated sensor naturally generated data sets designed algorithms
FluidNet: a flexible cloud-based radio access network for small cells,/doi/10.5555/3001647.3001667,"Cloud-based radio access networks (C-RAN) have been proposed as a cost-efficient way of deploying small cells. Unlike conventional RANs, a C-RAN decouples the baseband processing unit (BBU) from the remote radio head (RRH), allowing for centralized operation of BBUs and scalable deployment of light-weight RRHs as small cells. In this work, we argue that the intelligent configuration of the front-haul network between the BBUs and RRHs, is essential in delivering the performance and energy benefits to the RAN and the BBU pool, respectively. We propose FluidNet---a scalable, light-weight framework for realizing the full potential of C-RAN. FluidNet deploys a logically re-configurable front-haul to apply appropriate transmission strategies in different parts of the network and hence cater effectively to both heterogeneous user profiles and dynamic traffic load patterns. FluidNet's algorithms determine configurations that maximize the traffic demand satisfied on the RAN, while simultaneously optimizing the compute resource usage in the BBU pool. We prototype FluidNet on a 6 BBU, 6 RRH WiMAX C-RAN testbed. Prototype evaluations and large-scale simulations reveal that FluidNet's ability to re-configure its front-haul and tailor transmission strategies provides a 50% improvement in satisfying traffic demands, while reducing the compute resource usage in the BBU pool by 50% compared to baseline schemes.",radio small cells rans decouples baseband bbu radio rrh bbus scalable rrhs small cells bbus rrhs ran bbu pool fluidnet scalable fluidnet deploys transmission strategies cater traffic fluidnet traffic satisfied ran compute resource usage bbu pool prototype fluidnet bbu rrh prototype fluidnet transmission strategies traffic compute resource usage bbu pool
LDAC: Locality-Aware Data Access Control for Large-Scale Multicore Cache Hierarchies,/doi/10.1145/2983632,"The trend of increasing the number of cores to achieve higher performance has challenged efficient management of on-chip data. Moreover, many emerging applications process massive amounts of data with varying degrees of locality. Therefore, exploiting locality to improve on-chip traffic and resource utilization is of fundamental importance. Conventional multicore cache management schemes either manage the private cache (L1) or the Last-Level Cache (LLC), while ignoring the other. We propose a holistic locality-aware cache hierarchy management protocol for large-scale multicores. The proposed scheme improves on-chip data access latency and energy consumption by intelligently bypassing cache line replication in the L1 caches, and/or intelligently replicating cache lines in the LLC. The approach relies on low overhead yet highly accurate in-hardware runtime classification of data locality at both L1 cache and the LLC. The decision to bypass L1 and/or replicate in LLC is then based on the measured reuse at the fine granularity of cache lines. The locality tracking mechanism is decoupled from the sharer tracking structures that cause scalability concerns in traditional cache coherence protocols. Moreover, the complexity of the protocol is low since no additional coherence states are created. However, the proposed classifier incurs a 5.6KB per-core storage overhead. On a set of parallel benchmarks, the locality-aware protocol reduces average energy consumption by 26% and completion time by 16%, when compared to the state-of-the-art Reactive-NUCA multicore cache management scheme.",management data moreover data locality locality multicore cache management cache cache llc cache management protocol scheme data intelligently cache intelligently cache lines llc low overhead data locality cache llc llc cache lines locality tracking tracking cache coherence moreover protocol low coherence overhead protocol multicore cache management scheme
Reconfigurable Framework for Resilient Semantic Segmentation for Space Applications,/doi/10.1145/3472770,"Deep learning (DL) presents new opportunities for enabling spacecraft autonomy, onboard analysis, and intelligent applications for space missions. However, DL applications are computationally intensive and often infeasible to deploy on radiation-hardened (rad-hard) processors, which traditionally harness a fraction of the computational capability of their commercial-off-the-shelf counterparts. Commercial FPGAs and system-on-chips present numerous architectural advantages and provide the computation capabilities to enable onboard DL applications; however, these devices are highly susceptible to radiation-induced single-event effects (SEEs) that can degrade the dependability of DL applications. In this article, we propose Reconfigurable ConvNet (RECON), a reconfigurable acceleration framework for dependable, high-performance semantic segmentation for space applications. In RECON, we propose both selective and adaptive approaches to enable efficient SEE mitigation. In our selective approach, control-flow parts are selectively protected by triple-modular redundancy to minimize SEE-induced hangs, and in our adaptive approach, partial reconfiguration is used to adapt the mitigation of dataflow parts in response to a dynamic radiation environment. Combined, both approaches enable RECON to maximize system performability subject to mission availability constraints. We perform fault injection and neutron irradiation to observe the susceptibility of RECON and use dependability modeling to evaluate RECON in various orbital case studies to demonstrate a 1.5–3.0× performability improvement in both performance and energy efficiency compared to static approaches.",dl onboard applications space missions dl applications counterparts enable onboard dl applications susceptible sees degrade dependability dl applications reconfigurable recon reconfigurable dependable semantic space applications recon selective adaptive approaches enable mitigation selective parts protected redundancy hangs adaptive mitigation parts radiation approaches enable recon performability subject mission fault injection neutron irradiation susceptibility recon dependability recon orbital performability approaches
Fluid carving: intelligent resizing for fluid simulation data,/doi/10.1145/3355089.3356572,"We present a method for intelligently resizing fluid simulation data using seam carving methods. While advances in post-processing techniques have allowed artists greater control over content late in the production process, this technology has largely remained confined to image processing. Our fluid carving system allows fluid simulation post-processing by performing content-aware non-uniform scaling on baked-out fluid simulation data. Specifically, we extend video seam carving techniques to 4-dimensional animated fluid volume data with a graph cut energy function based on mean curvature and kinetic energy. To reduce the complexity of performing graph cuts on 4D data, we provide a new graph construction formulation that greatly reduces the run-time and memory consumption, which are otherwise prohibitively expensive. We demonstrate that our system is useful for post-production fluid simulation changes and editable fluid FX libraries.",resizing fluid simulation data seam carving techniques allowed artists greater content late production largely remained confined fluid carving fluid simulation performing fluid simulation data seam carving techniques animated fluid data graph cut mean curvature kinetic performing graph cuts data graph construction formulation greatly otherwise prohibitively useful fluid simulation editable fluid fx libraries
Energy-Efficient Wi-Fi Sensing Policy Under Generalized Mobility Patterns With Aging,/doi/10.1109/TNET.2015.2468590,"An essential condition precedent to the success of mobile applications based on Wi-Fi e.g., iCloud is an energy-efficient Wi-Fi sensing. Clearly, a good Wi-Fi sensing policy should factor in both inter-access point AP arrival time IAT and contact duration time CDT distributions of each individual. However, prior work focuses on limited cases of those two distributions e.g., exponential or proposes heuristic approaches such as Additive Increase AI. In this paper, we first formulate a generalized functional optimization problem on Wi-Fi sensing under general inter-AP and contact duration distributions and investigate how each individual should sense Wi-Fi APs to strike a good balance between energy efficiency and performance, which is in turn intricately linked with users mobility patterns. We then derive a generic optimal condition that sheds insights into the aging property, underpinning energy-aware Wi-Fi sensing polices. In harnessing our analytical findings and the implications thereof, we develop a new sensing algorithm, called Wi-Fi Sensing with AGing WiSAG, and demonstrate that WiSAG outperforms the existing sensing algorithms up to 37% through extensive trace-driven simulations for which real mobility traces gathered from hundreds of smartphones is used.",condition precedent icloud sensing clearly good sensing factor ap arrival time iat contact duration time cdt distributions individual prior distributions exponential heuristic additive generalized sensing contact duration distributions individual sense aps strike good intricately linked mobility generic condition sheds insights aging property underpinning sensing polices harnessing findings implications thereof sensing sensing aging wisag wisag sensing mobility traces gathered hundreds
Reining in Long Tails in Warehouse-Scale Computers with Quick Voltage Boosting Using Adrenaline,/doi/10.1145/3054742,"Reducing the long tail of the query latency distribution in modern warehouse scale computers is critical for improving performance and quality of service (QoS) of workloads such as Web Search and Memcached. Traditional turbo boost increases a processor’s voltage and frequency during a coarse-grained sliding window, boosting all queries that are processed during that window. However, the inability of such a technique to pinpoint tail queries for boosting limits its tail reduction benefit. In this work, we propose Adrenaline, an approach to leverage finer-granularity (tens of nanoseconds) voltage boosting to effectively rein in the tail latency with query-level precision. Two key insights underlie this work. First, emerging finer granularity voltage/frequency boosting is an enabling mechanism for intelligent allocation of the power budget to precisely boost only the queries that contribute to the tail latency; second, per-query characteristics can be used to design indicators for proactively pinpointing these queries, triggering boosting accordingly. Based on these insights, Adrenaline effectively pinpoints and boosts queries that are likely to increase the tail distribution and can reap more benefit from the voltage/frequency boost. By evaluating under various workload configurations, we demonstrate the effectiveness of our methodology. We achieve up to a 2.50 × tail latency improvement for Memcached and up to a 3.03 × for Web Search over coarse-grained dynamic voltage and frequency scaling (DVFS) given a fixed boosting power budget. When optimizing for energy reduction, Adrenaline achieves up to a 1.81 × improvement for Memcached and up to a 1.99 × for Web Search over coarse-grained DVFS. By using the carefully chosen boost thresholds, Adrenaline further improves the tail latency reduction to 4.82 × over coarse-grained DVFS.",tail latency distribution web search memcached boost voltage frequency window boosting queries window tail queries boosting tail reduction benefit adrenaline voltage boosting effectively tail latency insights boosting budget boost queries tail latency queries boosting insights adrenaline effectively queries tail distribution benefit boost tail latency improvement memcached web search voltage frequency dvfs boosting budget reduction adrenaline improvement memcached web search dvfs boost adrenaline tail latency reduction dvfs
Multisensor Adaptive Control System for IoT-Empowered Smart Lighting with Oblivious Mobile Sensors,/doi/10.1145/3369392,"The Internet-of-Things (IoT) has engendered a new paradigm of integrated sensing and actuation systems for intelligent monitoring and control of smart homes and buildings. One viable manifestation is that of IoT-empowered smart lighting systems, which rely on the interplay between smart light bulbs (equipped with controllable LED devices and wireless connectivity) and mobile sensors (possibly embedded in users’ wearable devices such as smart watches, spectacles, and gadgets) to provide automated illuminance control functions tailored to users’ preferences (e.g., of brightness, color intensity, or color temperature). Typically, practical deployment of these systems precludes the adoption of sophisticated but costly location-aware sensors capable of accurately mapping out the details of a dynamic operational environment. Instead, cheap oblivious mobile sensors are often utilized, which are plagued with uncertainty in their relative locations to sensors and light bulbs. The imposed volatility, in turn, impedes the design of effective smart lighting systems for uncertain indoor environments with multiple sensors and light bulbs. With this in view, the present article sheds light on the adaptive control algorithms and modeling of such systems. First, a general model formulation of an oblivious multisensor illuminance control problem is proposed, yielding a robust framework agnostic to a dynamic surrounding environment and time-varying background light sources. Under this model, we devise efficient algorithms inducing continuous adaptive lighting control that minimizes energy consumption of light bulbs while meeting users’ preferences. The algorithms are then studied under extensive empirical evaluations in a proof-of-concept smart lighting testbed featuring LIFX programmable bulbs and smartphones (deployed as light sensing units). Lastly, we conclude by discussing the potential improvements in hardware development and highlighting promising directions for future work.",sensing systems control smart smart lighting systems smart light bulbs sensors users smart illuminance control users preferences color color systems sensors oblivious sensors sensors light bulbs smart lighting systems sensors light bulbs light adaptive control algorithms systems oblivious illuminance control light algorithms adaptive lighting control light bulbs users preferences algorithms smart lighting bulbs light sensing
Intelligent Intrusion Detection in Low-Power IoTs,/doi/10.1145/2990499,"Security and privacy of data are one of the prime concerns in today’s Internet of Things (IoT). Conventional security techniques like signature-based detection of malware and regular updates of a signature database are not feasible solutions as they cannot secure such systems effectively, having limited resources. Programming languages permitting immediate memory accesses through pointers often result in applications having memory-related errors, which may lead to unpredictable failures and security vulnerabilities. Furthermore, energy efficient IoT devices running on batteries cannot afford the implementation of cryptography algorithms as such techniques have significant impact on the system power consumption. Therefore, in order to operate IoT in a secure manner, the system must be able to detect and prevent any kind of intrusions before the network (i.e., sensor nodes and base station) is destabilised by the attackers. In this article, we have presented an intrusion detection and prevention mechanism by implementing an intelligent security architecture using random neural networks (RNNs). The application’s source code is also instrumented at compile time in order to detect out-of-bound memory accesses. It is based on creating tags, to be coupled with each memory allocation and then placing additional tag checking instructions for each access made to the memory. To validate the feasibility of the proposed security solution, it is implemented for an existing IoT system and its functionality is practically demonstrated by successfully detecting the presence of any suspicious sensor node within the system operating range and anomalous activity in the base station with an accuracy of 97.23%. Overall, the proposed security solution has presented a minimal performance overhead.",security iot security techniques detection malware regular updates feasible secure languages immediate memory accesses pointers security vulnerabilities iot cryptography techniques system order iot secure system detect kind intrusions sensor base station destabilised presented intrusion detection security compile order detect memory accesses tags memory placing tag checking instructions memory security solution iot system suspicious sensor system anomalous base station security solution presented
Writeback-aware partitioning and replacement for last-level caches in phase change main memory systems,/doi/10.1145/2086696.2086732,"Phase-Change Memory (PCM) has emerged as a promising low-power main memory candidate to replace DRAM. The main problems of PCM are that writes are much slower and more power hungry than reads, write bandwidth is much lower than read bandwidth, and limited write endurance. Adding an extra layer of cache, which is logically the last-level cache (LLC), can mitigate the drawbacks of PCM. However, writebacks from the LLC might (a) overwhelm the limited PCM write bandwidth and stall the application, (b) shorten lifetime, and (c) increase energy consumption. Cache partitioning and replacement schemes are important to achieve high throughput for multi-core systems. However, we noted that no existing partitioning and replacement policy takes into account the writeback information.This paper proposes two writeback-aware schemes to manage the LLC for PCM main memory systems. Writeback-aware Cache Partitioning (WCP) is a runtime mechanism that partitions a shared LLC among multiple applications. Unlike past partitioning schemes, our scheme considers the reduction in cache misses as well as writebacks. Write Queue Balancing (WQB) replacement policy manages the cache partition of each application intelligently so that the writebacks are distributed evenly among PCM write queues. In this way, applications rarely stall due to unbalanced PCM write traffic among write queues. Our evaluation shows that WCP and WQB result in, on average, 21% improvement in throughput, 49% reduction in PCM writes, and 14% reduction in energy over a state-of-the-art cache partitioning scheme.",memory pcm main memory main pcm writes much write bandwidth much bandwidth write cache cache llc pcm writebacks llc pcm write bandwidth stall cache partitioning replacement schemes throughput partitioning replacement policy schemes llc pcm main memory cache partitioning wcp llc among partitioning schemes reduction cache writebacks write wqb replacement policy cache writebacks among pcm write queues stall pcm write among write queues wcp wqb throughput reduction pcm writes reduction cache partitioning
CLU: A Near-Memory Accelerator Exploiting the Parallelism in Convolutional Neural Networks,/doi/10.1145/3427472,"Convolutional/Deep Neural Networks (CNNs/DNNs) are rapidly growing workloads for the emerging AI-based systems. The gap between the processing speed and the memory-access latency in multi-core systems affects the performance and energy efficiency of the CNN/DNN tasks. This article aims to alleviate this gap by providing a simple and yet efficient near-memory accelerator-based system that expedites the CNN inference. Towards this goal, we first design an efficient parallel algorithm to accelerate CNN/DNN tasks. The data is partitioned across the multiple memory channels (vaults) to assist in the execution of the parallel algorithm. Second, we design a hardware unit, namely the convolutional logic unit (CLU), which implements the parallel algorithm. To optimize the inference, the CLU is designed, and it works in three phases for layer-wise processing of data. Last, to harness the benefits of near-memory processing (NMP), we integrate homogeneous CLUs on the logic layer of the 3D memory, specifically the Hybrid Memory Cube (HMC). The combined effect of these results in a high-performing and energy-efficient system for CNNs/DNNs. The proposed system achieves a substantial gain in the performance and energy reduction compared to multi-core CPU- and GPU-based systems with a minimal area overhead of 2.37%.",rapidly growing systems gap processing systems affects tasks alleviate gap yet efficient system expedites cnn inference towards goal design efficient parallel algorithm accelerate tasks data partitioned memory channels vaults assist parallel algorithm design unit namely convolutional logic unit clu implements parallel algorithm inference clu phases processing data last harness processing nmp homogeneous clus logic memory hybrid memory cube hmc combined effect system system substantial systems
Privacy-preserving Secure Media Streaming for Multi-user Smart Environments,/doi/10.1145/3423047,"Over the last years, our lifestyle has been positively upset by the sudden advent of technology. The Internet of Things (IoT), offering universal and ubiquitous connectivity to both people and objects, revealed to be the silver bullet for enabling a vast number of previously unexpected applications. In particular, media streaming providers are growing in business and scope, and we can forecast that soon, video streaming will substitute TV broadcasting activities. With the increasing success of multi-user smart environments, empowered by new-generation smart devices and IoT architectures, multimedia contents (i.e., images and videos) need to be effectively accessed anytime and anywhere. Recent advances in computer vision technologies have made the development of intelligent monitoring systems for video surveillance and ambient-assisted living. Such a scenario permits better integration among technologies, multimedia content, and end-users. However, there are several challenges, and some are still open. More precisely, due to the sensitivity of some multimedia content (e.g., video-surveillance streams), it is paramount to preserve users’ privacy. Again, it is necessary to guarantee the integrity of usage rights during any multimedia transmission process, starting from the video encoding phase. In this way, the private content is disclosed only when the stream is decoded on the other endpoint, by the legitimate user.In this article, we present a secure video transmission strategy that can address the challenges mentioned above. The proposed strategy takes advantage of both watermarking and video scrambling techniques to make it possible for the secure and privacy-preserving transmission of multimedia streaming. Through our proposal, multimedia streaming is of low quality and thus unusable. However, it can be fully recovered and enjoyed only by authorized users. Finally, due to its low complexity and energy-efficiency, our proposal is particularly suitable for onboard implementations.",iot streaming video streaming smart smart iot multimedia technologies video technologies multimedia content challenges due multimedia content users multimedia transmission video content secure video transmission strategy challenges strategy video secure transmission multimedia streaming proposal multimedia streaming low users due low proposal
Dynamic Reliability Management in Neuromorphic Computing,/doi/10.1145/3462330,"Neuromorphic computing systems execute machine learning tasks designed with spiking neural networks. These systems are embracing non-volatile memory to implement high-density and low-energy synaptic storage. Elevated voltages and currents needed to operate non-volatile memories cause aging of CMOS-based transistors in each neuron and synapse circuit in the hardware, drifting the transistor’s parameters from their nominal values. If these circuits are used continuously for too long, the parameter drifts cannot be reversed, resulting in permanent degradation of circuit performance over time, eventually leading to hardware faults. Aggressive device scaling increases power density and temperature, which further accelerates the aging, challenging the reliable operation of neuromorphic systems. Existing reliability-oriented techniques periodically de-stress all neuron and synapse circuits in the hardware at fixed intervals, assuming worst-case operating conditions, without actually tracking their aging at run-time. To de-stress these circuits, normal operation must be interrupted, which introduces latency in spike generation and propagation, impacting the inter-spike interval and hence, performance (e.g., accuracy). We observe that in contrast to long-term aging, which permanently damages the hardware, short-term aging in scaled CMOS transistors is mostly due to bias temperature instability. The latter is heavily workload-dependent and, more importantly, partially reversible. We propose a new architectural technique to mitigate the aging-related reliability problems in neuromorphic systems by designing an intelligent run-time manager (NCRTM), which dynamically de-stresses neuron and synapse circuits in response to the short-term aging in their CMOS transistors during the execution of machine learning workloads, with the objective of meeting a reliability target. NCRTM de-stresses these circuits only when it is absolutely necessary to do so, otherwise reducing the performance impact by scheduling de-stress operations off the critical path. We evaluate NCRTM with state-of-the-art machine learning workloads on a neuromorphic hardware. Our results demonstrate that NCRTM significantly improves the reliability of neuromorphic hardware, with marginal impact on performance.",neuromorphic systems machine learning systems aging transistors neuron synapse circuit hardware circuits circuit performance hardware temperature aging operation neuromorphic systems neuron synapse circuits hardware aging circuits operation performance aging hardware aging cmos transistors temperature reliability neuromorphic systems ncrtm neuron synapse circuits aging cmos transistors machine learning workloads reliability ncrtm circuits performance impact ncrtm machine learning workloads neuromorphic hardware ncrtm reliability neuromorphic hardware impact performance
Deep neural networks for single-channel multi-talker speech recognition,/doi/10.1109/TASLP.2015.2444659,"We investigate techniques based on deep neural networks (DNNs) for attacking the single-channel multi-talker speech recognition problem. Our proposed approach contains five key ingredients: a multi-style training strategy on artificially mixed speech data, a separate DNN to estimate senone posterior probabilities of the louder and softer speakers at each frame, a weighted finite-state transducer (WFST)-based two-talker decoder to jointly estimate and correlate the speaker and speech, a speaker switching penalty estimated from the energy pattern change in the mixed-speech, and a confidence based system combination strategy. Experiments on the 2006 speech separation and recognition challenge task demonstrate that our proposed DNN-based system has remarkable noise robustness to the interference of a competing speaker. The best setup of our proposed systems achieves an average word error rate (WER) of 18.8% across different SNRs and outperforms the state-of-the-art IBM superhuman system by 2.8% absolute with fewer assumptions.",based dnns attacking speech recognition proposed contains five ingredients strategy artificially mixed speech separate dnn estimate senone posterior probabilities louder softer speakers frame weighted transducer wfst decoder jointly estimate correlate speaker speech speaker switching penalty estimated pattern confidence based system combination strategy speech separation recognition proposed system remarkable noise robustness interference competing speaker setup proposed word error wer snrs ibm superhuman system absolute fewer assumptions
A hardware architecture for real-time object detection using depth and edge information,/doi/10.1145/2539036.2539050,"Emerging embedded 3D vision systems for robotics and security applications utilize object detection to perform video analysis in order to intelligently interact with their host environment and take appropriate actions. Such systems have high performance and high detection-accuracy demands, while requiring low energy consumption, especially when dealing with embedded mobile systems. However, there is a large image search space involved in object detection, primarily because of the different sizes in which an object may appear, which makes it difficult to meet these demands. Hence, it is possible to meet such constraints by reducing the search space involved in object detection. To this end, this article proposes a depth and edge accelerated search method and a dedicated hardware architecture that implements it to provide an efficient platform for generic real-time object detection. The hardware integration of depth and edge processing mechanisms, with a support vector machine classification core onto an FPGA platform, results in significant speed-ups and improved detection accuracy. The proposed architecture was evaluated using images of various sizes, with results indicating that the proposed architecture is capable of achieving real-time frame rates for a variety of image sizes (271 fps for 320 × 240, 42 fps for 640 × 480, and 23 fps for 800 × 600) compared to existing works, while reducing the false-positive rate by 52%.",embedded systems object detection systems high high demands embedded systems image search space involved object detection primarily sizes object meet demands meet reducing search space involved object detection depth edge search hardware architecture platform object detection hardware depth edge platform detection architecture sizes indicating architecture rates image sizes fps fps fps reducing
A Hardware-Efficient Architecture for Accurate Real-Time Disparity Map Estimation,/doi/10.1145/2629699,"Emerging embedded vision systems utilize disparity estimation as a means to perceive depth information to intelligently interact with their host environment and take appropriate actions. Such systems demand high processing performance and accurate depth perception while requiring low energy consumption, especially when dealing with mobile and embedded applications, such as robotics, navigation, and security. The majority of real-time dedicated hardware implementations of disparity estimation systems have adopted local algorithms relying on simple cost aggregation strategies with fixed and rectangular correlation windows. However, such algorithms generally suffer from significant ambiguity along depth borders and areas with low texture. To this end, this article presents the hardware architecture of a disparity estimation system that enables good performance in both accuracy and speed. The architecture implements an adaptive support weight stereo correspondence algorithm that integrates image segmentation information in an attempt to increase the robustness of the matching process. The article also presents hardware-oriented algorithmic modifications/optimization techniques that make the algorithm hardware-friendly and suitable for efficient dedicated hardware implementation. A comparison to the literature asserts that an FPGA implementation of the proposed architecture is among the fastest implementations in terms of million disparity estimations per second (MDE/s), and with an overall accuracy of 90.21%, it presents an effective processing speed/disparity map accuracy trade-off.",embedded systems disparity estimation perceive depth information host systems processing depth low dealing embedded majority dedicated hardware implementations disparity estimation systems algorithms relying rectangular windows algorithms ambiguity depth borders low texture presents hardware architecture disparity estimation accuracy architecture stereo correspondence algorithm segmentation information attempt robustness matching presents algorithmic algorithm dedicated hardware implementation asserts implementation architecture fastest implementations million disparity estimations accuracy presents processing accuracy
